Bases	Contigs	Depth	N50
87989054	3	16.17	5249614
88171159	3	16.20	5249614
88219235	3	16.21	5249614
88322861	3	16.23	5249614
88503721	3	16.27	5249614
88556512	3	16.28	5249614
88596666	3	16.28	5249614
88707838	3	16.30	5249614
88786108	3	16.32	5249614
88940081	3	16.35	5249614
89007219	3	16.36	5249614
89172355	3	16.39	5249614
89292573	3	16.41	5249614
89397634	3	16.43	5249614
89423421	3	16.44	5249614
89664552	3	16.48	5249614
89664552	3	16.48	5249614
89704529	3	16.49	5249614
89962714	3	16.53	5249614
90139788	3	16.57	5249614
90229980	3	16.58	5249614
90319294	3	16.60	5249614
90452427	3	16.62	5249614
90534627	3	16.64	5249614
90712072	3	16.67	5249614
90891235	3	16.70	5249614
90891235	3	16.70	5249614
90936917	3	16.71	5249614
91113963	3	16.75	5249614
91287337	3	16.78	5249614
91287337	3	16.78	5249614
91427098	3	16.80	5249614
91583517	3	16.83	5249614
91699525	3	16.85	5249614
91732451	3	16.86	5249614
91915854	3	16.89	5249614
91932233	3	16.90	5249614
92076274	3	16.92	5249614
92146361	3	16.94	5249614
92241736	3	16.95	5249614
92312946	3	16.97	5249614
92435761	3	16.99	5249614
92516672	3	17.00	5249614
92565214	3	17.01	5249614
92687677	3	17.04	5249614
92884557	3	17.07	5249614
92907720	3	17.08	5249614
92998124	3	17.09	5249614
93223775	3	17.13	5249614
93254163	3	17.14	5249614
93335451	3	17.15	5249614
93464171	3	17.18	5249614
93621631	3	17.21	5249614
93637796	3	17.21	5249614
93765330	3	17.23	5249614
93801592	3	17.24	5249614
93993204	3	17.27	5249614
94055938	3	17.29	5249614
94076712	3	17.29	5249614
94228696	3	17.32	5249614
94291051	3	17.33	5249614
94326566	3	17.34	5249614
94457854	3	17.36	5249614
94589852	3	17.38	5249614
94589852	3	17.38	5249614
94693427	3	17.40	5249614
94856159	3	17.43	5249614
94967115	3	17.45	5249614
95011126	3	17.46	5249614
95157104	3	17.49	5249614
95248733	3	17.51	5249614
95335252	3	17.52	5249614
95446369	3	17.54	5249614
95446369	3	17.54	5249614
95599200	3	17.57	5249614
95680737	3	17.59	5249614
95704663	3	17.59	5249614
95836094	3	17.61	5249614
95925048	3	17.63	5249614
96042444	3	17.65	5249614
96069719	3	17.66	5249614
96204695	3	17.68	5249614
96235720	3	17.69	5249614
96341075	3	17.71	5249614
96381660	3	17.71	5249614
96507323	3	17.74	5249614
96548068	3	17.74	5249614
96572897	3	17.75	5249614
96746355	3	17.78	5249614
96803641	3	17.79	5249614
97056660	3	17.84	5249614
97198721	3	17.86	5249614
97259000	3	17.88	5249614
97283163	3	17.88	5249614
97375813	3	17.90	5249614
97432395	3	17.91	5249614
97680370	3	17.95	5249614
97769737	3	17.97	5249614
97805150	3	17.98	5249614
97906424	3	17.99	5249614
98036253	3	18.02	5249614
98217349	3	18.05	5249614
98257397	3	18.06	5249614
98400554	3	18.09	5249614
98565701	3	18.12	5249614
98594663	3	18.12	5249614
98639746	3	18.13	5249614
98767794	3	18.15	5249614
98791388	3	18.16	5249614
98932825	3	18.18	5249614
99035141	3	18.20	5249614
99213295	3	18.23	5249614
99300966	3	18.25	5249614
99398280	3	18.27	5249614
99502760	3	18.29	5249614
99633349	3	18.31	5249614
99835277	3	18.35	5249614
99842282	3	18.35	5249614
100060719	3	18.39	5249614
100133874	3	18.40	5249614
100155632	3	18.41	5249614
100279053	3	18.43	5249614
100354715	3	18.44	5249614
100439304	3	18.46	5249614
100674895	3	18.50	5249614
100769832	3	18.52	5249614
100931284	3	18.55	5249614
100971541	3	18.56	5249614
101057110	3	18.57	5249614
101152189	3	18.59	5249614
101239587	3	18.61	5249614
101376407	3	18.63	5249614
101420700	3	18.64	5249614
101559752	3	18.67	5249614
101649858	3	18.68	5249614
101777146	3	18.71	5249614
101920475	3	18.73	5249614
101961690	3	18.74	5249614
102141041	3	18.77	5249614
102290839	3	18.80	5249614
102338993	3	18.81	5249614
102498609	3	18.84	5249614
102580840	3	18.85	5249614
102706913	3	18.88	5249614
102828002	3	18.90	5249614
102954446	3	18.92	5249614
102954446	3	18.92	5249614
102998706	3	18.93	5249614
103245055	3	18.98	5249614
103257223	3	18.98	5249614
103306557	3	18.99	5249614
103551380	3	19.03	5249614
103641228	3	19.05	5249614
103709311	3	19.06	5249614
103762484	3	19.07	5249614
103952446	3	19.11	5249614
103986616	3	19.11	5249614
104245029	3	19.16	5249614
104256575	3	19.16	5249614
104458095	3	19.20	5249614
104487612	3	19.20	5249614
104534703	3	19.21	5249614
104723517	3	19.25	5249614
104743732	3	19.25	5249614
104826295	3	19.27	5249614
104942620	3	19.29	5249614
105031691	3	19.30	5249614
105111918	3	19.32	5249614
105242579	3	19.34	5249614
105355261	3	19.36	5249614
105498960	3	19.39	5249614
105680608	3	19.42	5249614
105885158	3	19.46	5249614
106055539	3	19.49	5249614
106183502	3	19.52	5249614
106367310	3	19.55	5249614
106572563	3	19.59	5249614
106572563	3	19.59	5249614
106756722	3	19.62	5249614
106892256	3	19.65	5249614
106922168	3	19.65	5249614
107040870	3	19.67	5249614
107114151	3	19.69	5249614
107210051	3	19.70	5249614
107306621	3	19.72	5249614
107384943	3	19.74	5249614
107506972	3	19.76	5249614
107543374	3	19.77	5249614
107607669	3	19.78	5249614
107643214	3	19.78	5249614
107820992	3	19.82	5249614
107923642	3	19.84	5249614
107923642	3	19.84	5249614
108090395	3	19.87	5249614
108090395	3	19.87	5249614
108210997	3	19.89	5249614
108379188	3	19.92	5249614
108560260	3	19.95	5249614
108668011	3	19.97	5249614
108782972	3	19.99	5249614
108922502	3	20.02	5249614
108952763	3	20.02	5249614
109128892	3	20.06	5249614
109260330	3	20.08	5249614
109301283	3	20.09	5249614
109522572	3	20.13	5249614
109670556	3	20.16	5249614
109691212	3	20.16	5249614
