Genome,Method,Bases,Contigs,Depth,N50
Klebsiella_30660_NJST258_1,npScarf,64241194,7,11.72,5250681
Klebsiella_30660_NJST258_1,npScarf,64484900,7,11.77,5250681
Klebsiella_30660_NJST258_1,npScarf,64547071,7,11.78,5250681
Klebsiella_30660_NJST258_1,npScarf,64646850,7,11.8,5250681
Klebsiella_30660_NJST258_1,npScarf,64802420,7,11.83,5250681
Klebsiella_30660_NJST258_1,npScarf,64899240,7,11.84,5250681
Klebsiella_30660_NJST258_1,npScarf,65063359,7,11.87,5250681
Klebsiella_30660_NJST258_1,npScarf,65226317,7,11.9,5250681
Klebsiella_30660_NJST258_1,npScarf,65267653,7,11.91,5250681
Klebsiella_30660_NJST258_1,npScarf,65377874,7,11.93,5250681
Klebsiella_30660_NJST258_1,npScarf,65547490,7,11.96,5250681
Klebsiella_30660_NJST258_1,npScarf,65590641,7,11.97,5250681
Klebsiella_30660_NJST258_1,npScarf,65727138,7,11.99,5250681
Klebsiella_30660_NJST258_1,npScarf,65757550,7,12,5250681
Klebsiella_30660_NJST258_1,npScarf,65931752,7,12.03,5250681
Klebsiella_30660_NJST258_1,npScarf,65958623,7,12.04,5250681
Klebsiella_30660_NJST258_1,npScarf,65990511,7,12.04,5250681
Klebsiella_30660_NJST258_1,npScarf,66114093,7,12.06,5250681
Klebsiella_30660_NJST258_1,npScarf,66319373,7,12.1,5250681
Klebsiella_30660_NJST258_1,npScarf,66389891,7,12.11,5250681
Klebsiella_30660_NJST258_1,npScarf,66495370,7,12.13,5250681
Klebsiella_30660_NJST258_1,npScarf,66580589,7,12.15,5250681
Klebsiella_30660_NJST258_1,npScarf,66677261,7,12.17,5250681
Klebsiella_30660_NJST258_1,npScarf,66726177,7,12.18,5250681
Klebsiella_30660_NJST258_1,npScarf,66926637,7,12.21,5250681
Klebsiella_30660_NJST258_1,npScarf,67060344,7,12.24,5250681
Klebsiella_30660_NJST258_1,npScarf,67203836,7,12.26,5250681
Klebsiella_30660_NJST258_1,npScarf,67326798,7,12.29,5250681
Klebsiella_30660_NJST258_1,npScarf,67490053,7,12.32,5250681
Klebsiella_30660_NJST258_1,npScarf,67625637,7,12.34,5250681
Klebsiella_30660_NJST258_1,npScarf,67713295,7,12.36,5250681
Klebsiella_30660_NJST258_1,npScarf,67798327,7,12.37,5250681
Klebsiella_30660_NJST258_1,npScarf,67934397,7,12.4,5250681
Klebsiella_30660_NJST258_1,npScarf,67963054,7,12.4,5250681
Klebsiella_30660_NJST258_1,npScarf,68030897,7,12.41,5250681
Klebsiella_30660_NJST258_1,npScarf,68073943,7,12.42,5250681
Klebsiella_30660_NJST258_1,npScarf,68259496,7,12.46,5250681
Klebsiella_30660_NJST258_1,npScarf,68432141,7,12.49,5250681
Klebsiella_30660_NJST258_1,npScarf,68463839,7,12.49,5258961
Klebsiella_30660_NJST258_1,npScarf,68570615,7,12.51,5258961
Klebsiella_30660_NJST258_1,npScarf,68725775,7,12.54,5258961
Klebsiella_30660_NJST258_1,npScarf,68799284,7,12.55,5258961
Klebsiella_30660_NJST258_1,npScarf,68883392,7,12.57,5258961
Klebsiella_30660_NJST258_1,npScarf,69220369,7,12.63,5258961
Klebsiella_30660_NJST258_1,npScarf,69305358,7,12.65,5258961
Klebsiella_30660_NJST258_1,npScarf,69340632,7,12.65,5258961
Klebsiella_30660_NJST258_1,npScarf,69414697,7,12.67,5258961
Klebsiella_30660_NJST258_1,npScarf,69720437,7,12.72,5258961
Klebsiella_30660_NJST258_1,npScarf,69777351,7,12.73,5258961
Klebsiella_30660_NJST258_1,npScarf,69912172,7,12.76,5258961
Klebsiella_30660_NJST258_1,npScarf,70061757,7,12.78,5258961
Klebsiella_30660_NJST258_1,npScarf,70270108,7,12.82,5258961
Klebsiella_30660_NJST258_1,npScarf,70379515,7,12.84,5258961
Klebsiella_30660_NJST258_1,npScarf,70481826,7,12.86,5258961
Klebsiella_30660_NJST258_1,npScarf,70526047,7,12.87,5258961
Klebsiella_30660_NJST258_1,npScarf,70578176,7,12.88,5258961
Klebsiella_30660_NJST258_1,npScarf,70661512,7,12.89,5258961
Klebsiella_30660_NJST258_1,npScarf,70925038,7,12.94,5258961
Klebsiella_30660_NJST258_1,npScarf,71159432,7,12.99,5258961
Klebsiella_30660_NJST258_1,npScarf,71270314,7,13.01,5258961
Klebsiella_30660_NJST258_1,npScarf,71413504,7,13.03,5258961
Klebsiella_30660_NJST258_1,npScarf,71439787,7,13.04,5258961
Klebsiella_30660_NJST258_1,npScarf,71537300,7,13.05,5258961
Klebsiella_30660_NJST258_1,npScarf,71799011,7,13.1,5258961
Klebsiella_30660_NJST258_1,npScarf,71950216,7,13.13,5258961
Klebsiella_30660_NJST258_1,npScarf,72120773,7,13.16,5258961
Klebsiella_30660_NJST258_1,npScarf,72188740,7,13.17,5258961
Klebsiella_30660_NJST258_1,npScarf,72344832,7,13.2,5258961
Klebsiella_30660_NJST258_1,npScarf,72486012,7,13.23,5258961
Klebsiella_30660_NJST258_1,npScarf,72512179,7,13.23,5258961
Klebsiella_30660_NJST258_1,npScarf,72653672,7,13.26,5258961
Klebsiella_30660_NJST258_1,npScarf,72793509,7,13.28,5258961
Klebsiella_30660_NJST258_1,npScarf,72879398,7,13.3,5258961
Klebsiella_30660_NJST258_1,npScarf,73065753,7,13.33,5258961
Klebsiella_30660_NJST258_1,npScarf,73223651,7,13.36,5258961
Klebsiella_30660_NJST258_1,npScarf,73399154,7,13.39,5258961
Klebsiella_30660_NJST258_1,npScarf,73485986,7,13.41,5258961
Klebsiella_30660_NJST258_1,npScarf,73679156,7,13.45,5258961
Klebsiella_30660_NJST258_1,npScarf,73781865,7,13.46,5258961
Klebsiella_30660_NJST258_1,npScarf,73965202,7,13.5,5258961
Klebsiella_30660_NJST258_1,npScarf,74017981,7,13.51,5258961
Klebsiella_30660_NJST258_1,npScarf,74215417,7,13.54,5258961
Klebsiella_30660_NJST258_1,npScarf,74264165,7,13.55,5258961
Klebsiella_30660_NJST258_1,npScarf,74324858,7,13.56,5258961
Klebsiella_30660_NJST258_1,npScarf,74567031,7,13.61,5258961
Klebsiella_30660_NJST258_1,npScarf,74669434,7,13.63,5258961
Klebsiella_30660_NJST258_1,npScarf,74710760,7,13.63,5258961
Klebsiella_30660_NJST258_1,npScarf,74731292,7,13.64,5258961
Klebsiella_30660_NJST258_1,npScarf,74816012,7,13.65,5258961
Klebsiella_30660_NJST258_1,npScarf,75012851,7,13.69,5258961
Klebsiella_30660_NJST258_1,npScarf,75035592,7,13.69,5258961
Klebsiella_30660_NJST258_1,npScarf,75234751,7,13.73,5258961
Klebsiella_30660_NJST258_1,npScarf,75367831,7,13.75,5258961
Klebsiella_30660_NJST258_1,npScarf,75367831,7,13.75,5258961
Klebsiella_30660_NJST258_1,npScarf,75494181,7,13.78,5258961
Klebsiella_30660_NJST258_1,npScarf,75627468,7,13.8,5258961
Klebsiella_30660_NJST258_1,npScarf,75727149,7,13.82,5258961
Klebsiella_30660_NJST258_1,npScarf,75794150,7,13.83,5258961
Klebsiella_30660_NJST258_1,npScarf,75990378,7,13.87,5258961
Klebsiella_30660_NJST258_1,npScarf,76025643,7,13.87,5258961
Klebsiella_30660_NJST258_1,npScarf,76082216,7,13.88,5258961
Klebsiella_30660_NJST258_1,npScarf,76273784,7,13.92,5258961
Klebsiella_30660_NJST258_1,npScarf,76342190,7,13.93,5258961
Klebsiella_30660_NJST258_1,npScarf,76458166,7,13.95,5258961
Klebsiella_30660_NJST258_1,npScarf,76545816,7,13.97,5258961
Klebsiella_30660_NJST258_1,npScarf,76703391,7,14,5258961
Klebsiella_30660_NJST258_1,npScarf,76765828,7,14.01,5258961
Klebsiella_30660_NJST258_1,npScarf,76797802,7,14.01,5258961
Klebsiella_30660_NJST258_1,npScarf,76843581,7,14.02,5258961
Klebsiella_30660_NJST258_1,npScarf,77099524,7,14.07,5258961
Klebsiella_30660_NJST258_1,npScarf,77143673,7,14.08,5258961
Klebsiella_30660_NJST258_1,npScarf,77172298,7,14.08,5258961
Klebsiella_30660_NJST258_1,npScarf,77255190,7,14.1,5258961
Klebsiella_30660_NJST258_1,npScarf,77352476,7,14.12,5258961
Klebsiella_30660_NJST258_1,npScarf,77391322,7,14.12,5258961
Klebsiella_30660_NJST258_1,npScarf,77467680,7,14.14,5258961
Klebsiella_30660_NJST258_1,npScarf,77607977,7,14.16,5258961
Klebsiella_30660_NJST258_1,npScarf,77741962,7,14.19,5258961
Klebsiella_30660_NJST258_1,npScarf,77888204,7,14.21,5258961
Klebsiella_30660_NJST258_1,npScarf,77920173,7,14.22,5258961
Klebsiella_30660_NJST258_1,npScarf,78084048,7,14.25,5258961
Klebsiella_30660_NJST258_1,npScarf,78180361,7,14.27,5258961
Klebsiella_30660_NJST258_1,npScarf,78262522,7,14.28,5258961
Klebsiella_30660_NJST258_1,npScarf,78488629,7,14.32,5258961
Klebsiella_30660_NJST258_1,npScarf,78577858,7,14.34,5258961
Klebsiella_30660_NJST258_1,npScarf,78676440,7,14.36,5258961
Klebsiella_30660_NJST258_1,npScarf,78818745,7,14.38,5258961
Klebsiella_30660_NJST258_1,npScarf,78927981,7,14.4,5258961
Klebsiella_30660_NJST258_1,npScarf,79010266,7,14.42,5258961
Klebsiella_30660_NJST258_1,npScarf,79155544,7,14.44,5258961
Klebsiella_30660_NJST258_1,npScarf,79260340,7,14.46,5258961
Klebsiella_30660_NJST258_1,npScarf,79386859,7,14.49,5258961
Klebsiella_30660_NJST258_1,npScarf,79413236,7,14.49,5258961
Klebsiella_30660_NJST258_1,npScarf,79507290,7,14.51,5258961
Klebsiella_30660_NJST258_1,npScarf,79597630,7,14.53,5258961
Klebsiella_30660_NJST258_1,npScarf,79610116,7,14.53,5258961
Klebsiella_30660_NJST258_1,npScarf,79797472,7,14.56,5258961
Klebsiella_30660_NJST258_1,npScarf,79951876,7,14.59,5258961
Klebsiella_30660_NJST258_1,npScarf,80011993,7,14.6,5258961
Klebsiella_30660_NJST258_1,npScarf,80198875,7,14.63,5258961
Klebsiella_30660_NJST258_1,npScarf,80293272,7,14.65,5258961
Klebsiella_30660_NJST258_1,npScarf,80461576,7,14.68,5258961
Klebsiella_30660_NJST258_1,npScarf,80588656,7,14.71,5258961
Klebsiella_30660_NJST258_1,npScarf,80672727,7,14.72,5258961
Klebsiella_30660_NJST258_1,npScarf,80714203,7,14.73,5258961
Klebsiella_30660_NJST258_1,npScarf,80834747,7,14.75,5258961
Klebsiella_30660_NJST258_1,npScarf,81010124,7,14.78,5258961
Klebsiella_30660_NJST258_1,npScarf,81144253,7,14.81,5258961
Klebsiella_30660_NJST258_1,npScarf,81195293,7,14.82,5258961
Klebsiella_30660_NJST258_1,npScarf,81273458,7,14.83,5258961
Klebsiella_30660_NJST258_1,npScarf,81475726,7,14.87,5258961
Klebsiella_30660_NJST258_1,npScarf,81612340,7,14.89,5258961
Klebsiella_30660_NJST258_1,npScarf,81612340,7,14.89,5258961
Klebsiella_30660_NJST258_1,npScarf,81754021,7,14.92,5258961
Klebsiella_30660_NJST258_1,npScarf,81915188,7,14.95,5258961
Klebsiella_30660_NJST258_1,npScarf,82032069,7,14.97,5258961
Klebsiella_30660_NJST258_1,npScarf,82135280,7,14.99,5258961
Klebsiella_30660_NJST258_1,npScarf,82401854,7,15.04,5258961
Klebsiella_30660_NJST258_1,npScarf,82512230,7,15.06,5258961
Klebsiella_30660_NJST258_1,npScarf,82606716,7,15.07,5258961
Klebsiella_30660_NJST258_1,npScarf,82652648,7,15.08,5258961
Klebsiella_30660_NJST258_1,npScarf,82719107,7,15.09,5258961
Klebsiella_30660_NJST258_1,npScarf,82804555,7,15.11,5258961
Klebsiella_30660_NJST258_1,npScarf,82850420,7,15.12,5258961
Klebsiella_30660_NJST258_1,npScarf,82936968,7,15.13,5258961
Klebsiella_30660_NJST258_1,npScarf,83091813,7,15.16,5258961
Klebsiella_30660_NJST258_1,npScarf,83222167,7,15.19,5258961
Klebsiella_30660_NJST258_1,npScarf,83287305,7,15.2,5258961
Klebsiella_30660_NJST258_1,npScarf,83482027,7,15.23,5258961
Klebsiella_30660_NJST258_1,npScarf,83510826,7,15.24,5258961
Klebsiella_30660_NJST258_1,npScarf,83619483,7,15.26,5258961
Klebsiella_30660_NJST258_1,npScarf,83693303,7,15.27,5258961
Klebsiella_30660_NJST258_1,npScarf,83833382,7,15.3,5258961
Klebsiella_30660_NJST258_1,npScarf,84030149,7,15.33,5258961
Klebsiella_30660_NJST258_1,npScarf,84043530,7,15.34,5258961
Klebsiella_30660_NJST258_1,npScarf,84207485,7,15.37,5258961
Klebsiella_30660_NJST258_1,npScarf,84210487,7,15.37,5258961
Klebsiella_30660_NJST258_1,npScarf,84429572,7,15.41,5258961
Klebsiella_30660_NJST258_1,npScarf,84591975,7,15.44,5258961
Klebsiella_30660_NJST258_1,npScarf,84610774,7,15.44,5258961
Klebsiella_30660_NJST258_1,npScarf,84652472,7,15.45,5258961
Klebsiella_30660_NJST258_1,npScarf,84786299,7,15.47,5258961
Klebsiella_30660_NJST258_1,npScarf,84884213,7,15.49,5258961
Klebsiella_30660_NJST258_1,npScarf,85125276,7,15.53,5258961
Klebsiella_30660_NJST258_1,npScarf,85192197,7,15.55,5258961
Klebsiella_30660_NJST258_1,npScarf,85311786,7,15.57,5258961
Klebsiella_30660_NJST258_1,npScarf,85454433,7,15.59,5258961
Klebsiella_30660_NJST258_1,npScarf,85522079,7,15.61,5258961
Klebsiella_30660_NJST258_1,npScarf,85599974,7,15.62,5258961
Klebsiella_30660_NJST258_1,npScarf,85715343,7,15.64,5258961
Klebsiella_30660_NJST258_1,npScarf,85820753,7,15.66,5258961
Klebsiella_30660_NJST258_1,npScarf,85954596,7,15.69,5258961
Klebsiella_30660_NJST258_1,npScarf,86060911,7,15.7,5258961
Klebsiella_30660_NJST258_1,npScarf,86239385,7,15.74,5258961
Klebsiella_30660_NJST258_1,npScarf,86395699,7,15.77,5258961
Klebsiella_30660_NJST258_1,npScarf,86540419,7,15.79,5258961
Klebsiella_30660_NJST258_1,npScarf,86696708,7,15.82,5258961
Klebsiella_30660_NJST258_1,npScarf,86856287,7,15.85,5258961
Klebsiella_30660_NJST258_1,npScarf,87034206,7,15.88,5258961
Klebsiella_30660_NJST258_1,npScarf,87162310,7,15.91,5258961
Klebsiella_30660_NJST258_1,npScarf,87312249,7,15.93,5258961
Klebsiella_30660_NJST258_1,npScarf,87445984,7,15.96,5258961
Klebsiella_30660_NJST258_1,npScarf,87565567,7,15.98,5258961
Klebsiella_30660_NJST258_1,npScarf,87643782,7,15.99,5258961
Klebsiella_30660_NJST258_1,npScarf,87806544,7,16.02,5258961
Klebsiella_30660_NJST258_1,npScarf,87946501,7,16.05,5258961
Klebsiella_30660_NJST258_1,npScarf,87946501,7,16.05,5258961
Klebsiella_30660_NJST258_1,npScarf,88150398,7,16.09,5258961
Klebsiella_30660_NJST258_1,npScarf,88307111,7,16.11,5258961
Klebsiella_30660_NJST258_1,npScarf,88400236,7,16.13,5258961
Klebsiella_30660_NJST258_1,npScarf,88506762,7,16.15,5258961
Klebsiella_30660_NJST258_1,npScarf,88545050,7,16.16,5258961
Klebsiella_30660_NJST258_1,npScarf,88573766,7,16.16,5258961
Klebsiella_30660_NJST258_1,npScarf,88802897,7,16.2,5258961
Klebsiella_30660_NJST258_1,npScarf,88802897,7,16.2,5258961
Klebsiella_30660_NJST258_1,npScarf,88843221,7,16.21,5258961
Klebsiella_30660_NJST258_1,npScarf,88898294,7,16.22,5258961
Klebsiella_30660_NJST258_1,npScarf,89100457,7,16.26,5258961
Klebsiella_30660_NJST258_1,npScarf,89118699,7,16.26,5258961
Klebsiella_30660_NJST258_1,npScarf,89292080,7,16.29,5258961
Klebsiella_30660_NJST258_1,npScarf,89385308,7,16.31,5258961
Klebsiella_30660_NJST258_1,npScarf,89439126,7,16.32,5258961
Klebsiella_30660_NJST258_1,npScarf,89548025,7,16.34,5258961
Klebsiella_30660_NJST258_1,npScarf,89774216,7,16.38,5258961
Klebsiella_30660_NJST258_1,npScarf,89889461,7,16.4,5258961
Klebsiella_30660_NJST258_1,npScarf,89913637,7,16.41,5258961
Klebsiella_30660_NJST258_1,npScarf,89921802,7,16.41,5258961
Klebsiella_30660_NJST258_1,npScarf,90107165,7,16.44,5258961
Klebsiella_30660_NJST258_1,npScarf,90241627,7,16.47,5258961
Klebsiella_30660_NJST258_1,npScarf,90328282,7,16.48,5258961
Klebsiella_30660_NJST258_1,npScarf,90537285,7,16.52,5258961
Klebsiella_30660_NJST258_1,npScarf,90537285,7,16.52,5258961
Klebsiella_30660_NJST258_1,npScarf,90668864,7,16.55,5258961
Klebsiella_30660_NJST258_1,npScarf,90700652,7,16.55,5258961
Klebsiella_30660_NJST258_1,npScarf,90718941,7,16.55,5258961
Klebsiella_30660_NJST258_1,npScarf,90820866,7,16.57,5258961
Klebsiella_30660_NJST258_1,npScarf,91031113,7,16.61,5258961
Klebsiella_30660_NJST258_1,npScarf,91052347,7,16.62,5258961
Klebsiella_30660_NJST258_1,npScarf,91215145,7,16.65,5258961
Klebsiella_30660_NJST258_1,npScarf,91290966,7,16.66,5258961
Klebsiella_30660_NJST258_1,npScarf,91454719,7,16.69,5258961
Klebsiella_30660_NJST258_1,npScarf,91618211,7,16.72,5258961
Klebsiella_30660_NJST258_1,npScarf,91740329,7,16.74,5258961
Klebsiella_30660_NJST258_1,npScarf,91890566,7,16.77,5258961
Klebsiella_30660_NJST258_1,npScarf,92061987,7,16.8,5258961
Klebsiella_30660_NJST258_1,npScarf,92227482,7,16.83,5258961
Klebsiella_30660_NJST258_1,npScarf,92353340,7,16.85,5258961
Klebsiella_30660_NJST258_1,npScarf,92353340,7,16.85,5258961
Klebsiella_30660_NJST258_1,npScarf,92450822,7,16.87,5258961
Klebsiella_30660_NJST258_1,npScarf,92683364,7,16.91,5258961
Klebsiella_30660_NJST258_1,npScarf,92766982,7,16.93,5258961
Klebsiella_30660_NJST258_1,npScarf,92865933,7,16.95,5258961
Klebsiella_30660_NJST258_1,npScarf,92929146,7,16.96,5258961
Klebsiella_30660_NJST258_1,npScarf,93110434,7,16.99,5258961
Klebsiella_30660_NJST258_1,npScarf,93151138,7,17,5258961
Klebsiella_30660_NJST258_1,npScarf,93281729,7,17.02,5258961
Klebsiella_30660_NJST258_1,npScarf,93367630,7,17.04,5258961
Klebsiella_30660_NJST258_1,npScarf,93459308,7,17.05,5258961
Klebsiella_30660_NJST258_1,npScarf,93653648,7,17.09,5258961
Klebsiella_30660_NJST258_1,npScarf,93888374,7,17.13,5258961
Klebsiella_30660_NJST258_1,npScarf,93931199,7,17.14,5258961
Klebsiella_30660_NJST258_1,npScarf,94026649,7,17.16,5258961
Klebsiella_30660_NJST258_1,npScarf,94113909,7,17.17,5258961
Klebsiella_30660_NJST258_1,npScarf,94138986,7,17.18,5258961
Klebsiella_30660_NJST258_1,npScarf,94347050,7,17.22,5258961
Klebsiella_30660_NJST258_1,npScarf,94364194,7,17.22,5258961
Klebsiella_30660_NJST258_1,npScarf,94552792,7,17.25,5258961
Klebsiella_30660_NJST258_1,npScarf,94574671,7,17.26,5258961
Klebsiella_30660_NJST258_1,npScarf,94723654,7,17.29,5258961
Klebsiella_30660_NJST258_1,npScarf,94756776,7,17.29,5258961
Klebsiella_30660_NJST258_1,npScarf,94931665,7,17.32,5258961
Klebsiella_30660_NJST258_1,npScarf,95006398,7,17.34,5258961
Klebsiella_30660_NJST258_1,npScarf,95130224,7,17.36,5258961
Klebsiella_30660_NJST258_1,npScarf,95271018,7,17.39,5258961
Klebsiella_30660_NJST258_1,npScarf,95291122,7,17.39,5258961
Klebsiella_30660_NJST258_1,npScarf,95388732,7,17.41,5258961
Klebsiella_30660_NJST258_1,npScarf,95466127,7,17.42,5258961
Klebsiella_30660_NJST258_1,npScarf,95724317,7,17.47,5258961
Klebsiella_30660_NJST258_1,npScarf,95764250,7,17.48,5258961
Klebsiella_30660_NJST258_1,npScarf,95823491,7,17.49,5258961
Klebsiella_30660_NJST258_1,npScarf,95871989,7,17.49,5258961
Klebsiella_30660_NJST258_1,npScarf,96044515,7,17.53,5258961
Klebsiella_30660_NJST258_1,npScarf,96257276,7,17.57,5258961
Klebsiella_30660_NJST258_1,npScarf,96296173,7,17.57,5258961
Klebsiella_30660_NJST258_1,npScarf,96338517,7,17.58,5258961
Klebsiella_30660_NJST258_1,npScarf,96496419,7,17.61,5258961
Klebsiella_30660_NJST258_1,npScarf,96543524,7,17.62,5258961
Klebsiella_30660_NJST258_1,npScarf,96553865,7,17.62,5258961
Klebsiella_30660_NJST258_1,npScarf,96902781,7,17.68,5258961
Klebsiella_30660_NJST258_1,npScarf,96902781,7,17.68,5258961
Klebsiella_30660_NJST258_1,npScarf,97048354,7,17.71,5258961
Klebsiella_30660_NJST258_1,npScarf,97128132,7,17.72,5258961
Klebsiella_30660_NJST258_1,npScarf,97157890,7,17.73,5258961
Klebsiella_30660_NJST258_1,npScarf,97201158,7,17.74,5258961
Klebsiella_30660_NJST258_1,npScarf,97344777,7,17.76,5258961
Klebsiella_30660_NJST258_1,npScarf,97370803,7,17.77,5258961
Klebsiella_30660_NJST258_1,npScarf,97461856,7,17.79,5258961
Klebsiella_30660_NJST258_1,npScarf,97653168,7,17.82,5258961
Klebsiella_30660_NJST258_1,npScarf,97718550,7,17.83,5258961
Klebsiella_30660_NJST258_1,npScarf,97845122,7,17.85,5258961
Klebsiella_30660_NJST258_1,npScarf,97914285,7,17.87,5258961
Klebsiella_30660_NJST258_1,npScarf,98088753,7,17.9,5258961
Klebsiella_30660_NJST258_1,npScarf,98109415,7,17.9,5258961
Klebsiella_30660_NJST258_1,npScarf,98339271,7,17.95,5258961
Klebsiella_30660_NJST258_1,npScarf,98349609,7,17.95,5258961
Klebsiella_30660_NJST258_1,npScarf,98441206,7,17.96,5258961
Klebsiella_30660_NJST258_1,npScarf,98547974,7,17.98,5258961
Klebsiella_30660_NJST258_1,npScarf,98583180,7,17.99,5258961
Klebsiella_30660_NJST258_1,npScarf,98765333,7,18.02,5258961
Klebsiella_30660_NJST258_1,npScarf,98799721,7,18.03,5258961
Klebsiella_30660_NJST258_1,npScarf,98839509,7,18.04,5258961
Klebsiella_30660_NJST258_1,npScarf,98942286,7,18.06,5258961
Klebsiella_30660_NJST258_1,npScarf,99064269,7,18.08,5258961
Klebsiella_30660_NJST258_1,npScarf,99129280,7,18.09,5258961
Klebsiella_30660_NJST258_1,npScarf,99274087,7,18.12,5258961
Klebsiella_30660_NJST258_1,npScarf,99391276,7,18.14,5258961
Klebsiella_30660_NJST258_1,npScarf,99447085,7,18.15,5258961
Klebsiella_30660_NJST258_1,npScarf,99506477,7,18.16,5258961
Klebsiella_30660_NJST258_1,npScarf,99766996,7,18.21,5258961
Klebsiella_30660_NJST258_1,npScarf,99901512,7,18.23,5258961
Klebsiella_30660_NJST258_1,npScarf,99989248,7,18.25,5258961
Klebsiella_30660_NJST258_1,npScarf,100066257,7,18.26,5258961
Klebsiella_30660_NJST258_1,npScarf,100201986,7,18.29,5258961
Klebsiella_30660_NJST258_1,npScarf,100298927,7,18.3,5258961
Klebsiella_30660_NJST258_1,npScarf,100377444,7,18.32,5258961
Klebsiella_30660_NJST258_1,npScarf,100605608,7,18.36,5258961
Klebsiella_30660_NJST258_1,npScarf,100734707,7,18.38,5258961
Klebsiella_30660_NJST258_1,npScarf,100825701,7,18.4,5258961
Klebsiella_30660_NJST258_1,npScarf,100968617,7,18.42,5258961
Klebsiella_30660_NJST258_1,npScarf,101133078,7,18.45,5258961
Klebsiella_30660_NJST258_1,npScarf,101287458,7,18.48,5258961
Klebsiella_30660_NJST258_1,npScarf,101426655,7,18.51,5258961
Klebsiella_30660_NJST258_1,npScarf,101561718,7,18.53,5258961
Klebsiella_30660_NJST258_1,npScarf,101569744,7,18.53,5258961
Klebsiella_30660_NJST258_1,npScarf,101738840,7,18.57,5258961
Klebsiella_30660_NJST258_1,npScarf,101874976,7,18.59,5258961
Klebsiella_30660_NJST258_1,npScarf,101970657,7,18.61,5258961
Klebsiella_30660_NJST258_1,npScarf,102150866,7,18.64,5258961
Klebsiella_30660_NJST258_1,npScarf,102197553,7,18.65,5258961
Klebsiella_30660_NJST258_1,npScarf,102296782,7,18.67,5258961
Klebsiella_30660_NJST258_1,npScarf,102447235,7,18.69,5258961
Klebsiella_30660_NJST258_1,npScarf,102447235,7,18.69,5258961
Klebsiella_30660_NJST258_1,npScarf,102482790,7,18.7,5258961
Klebsiella_30660_NJST258_1,npScarf,102625020,7,18.73,5258961
Klebsiella_30660_NJST258_1,npScarf,102757351,7,18.75,5258961
Klebsiella_30660_NJST258_1,npScarf,102792370,7,18.76,5258961
Klebsiella_30660_NJST258_1,npScarf,102999450,7,18.8,5258961
Klebsiella_30660_NJST258_1,npScarf,103107705,7,18.82,5258961
Klebsiella_30660_NJST258_1,npScarf,103228123,7,18.84,5258961
Klebsiella_30660_NJST258_1,npScarf,103298305,7,18.85,5258961
Klebsiella_30660_NJST258_1,npScarf,103298305,7,18.85,5258961
Klebsiella_30660_NJST258_1,npScarf,103631137,7,18.91,5258961
Klebsiella_30660_NJST258_1,npScarf,103814752,7,18.94,5258961
Klebsiella_30660_NJST258_1,npScarf,103896315,7,18.96,5258961
Klebsiella_30660_NJST258_1,npScarf,103972034,7,18.97,5258961
Klebsiella_30660_NJST258_1,npScarf,103972034,7,18.97,5258961
Klebsiella_30660_NJST258_1,npScarf,104008318,7,18.98,5258961
Klebsiella_30660_NJST258_1,npScarf,104080443,7,18.99,5258961
Klebsiella_30660_NJST258_1,npScarf,104269919,7,19.03,5258961
Klebsiella_30660_NJST258_1,npScarf,104307958,7,19.03,5258961
Klebsiella_30660_NJST258_1,npScarf,104467747,7,19.06,5258961
Klebsiella_30660_NJST258_1,npScarf,104508555,7,19.07,5258961
Klebsiella_30660_NJST258_1,npScarf,104575959,7,19.08,5258961
Klebsiella_30660_NJST258_1,npScarf,104673199,7,19.1,5258961
Klebsiella_30660_NJST258_1,npScarf,104816502,7,19.13,5258961
Klebsiella_30660_NJST258_1,npScarf,104988324,7,19.16,5258961
Klebsiella_30660_NJST258_1,npScarf,105037221,7,19.17,5258961
Klebsiella_30660_NJST258_1,npScarf,105216780,7,19.2,5258961
Klebsiella_30660_NJST258_1,npScarf,105238874,7,19.2,5258961
Klebsiella_30660_NJST258_1,npScarf,105264903,7,19.21,5258961
Klebsiella_30660_NJST258_1,npScarf,105340614,7,19.22,5258961
Klebsiella_30660_NJST258_1,npScarf,105402404,7,19.23,5258961
Klebsiella_30660_NJST258_1,npScarf,105542849,7,19.26,5258961
Klebsiella_30660_NJST258_1,npScarf,105649523,7,19.28,5258961
Klebsiella_30660_NJST258_1,npScarf,105695986,7,19.29,5258961
Klebsiella_30660_NJST258_1,npScarf,105751461,7,19.3,5258961
Klebsiella_30660_NJST258_1,npScarf,105893917,7,19.32,5258961
Klebsiella_30660_NJST258_1,npScarf,106023948,7,19.35,5258961
Klebsiella_30660_NJST258_1,npScarf,106135362,7,19.37,5258961
Klebsiella_30660_NJST258_1,npScarf,106213956,7,19.38,5258961
Klebsiella_30660_NJST258_1,npScarf,106277517,7,19.39,5258961
Klebsiella_30660_NJST258_1,npScarf,106436417,7,19.42,5258961
Klebsiella_30660_NJST258_1,npScarf,106591573,7,19.45,5258963
Klebsiella_30660_NJST258_1,npScarf,106703558,7,19.47,5258963
Klebsiella_30660_NJST258_1,npScarf,106767147,7,19.48,5258963
Klebsiella_30660_NJST258_1,npScarf,106873871,7,19.5,5258963
Klebsiella_30660_NJST258_1,npScarf,107026113,7,19.53,5258963
Klebsiella_30660_NJST258_1,npScarf,107121933,7,19.55,5258963
