Genome,Method,Bases,Contigs,Depth,N50
E_coli_K-12_MG1655,npScarf,62171615,1,13.54,4641175
E_coli_K-12_MG1655,npScarf,62414216,1,13.59,4641175
E_coli_K-12_MG1655,npScarf,62414216,1,13.59,4641175
E_coli_K-12_MG1655,npScarf,62547802,1,13.62,4641175
E_coli_K-12_MG1655,npScarf,62652634,1,13.64,4641175
E_coli_K-12_MG1655,npScarf,62812680,1,13.68,4641175
E_coli_K-12_MG1655,npScarf,62821383,1,13.68,4641175
E_coli_K-12_MG1655,npScarf,62974077,1,13.71,4641175
E_coli_K-12_MG1655,npScarf,63061321,1,13.73,4641175
E_coli_K-12_MG1655,npScarf,63172654,1,13.76,4641175
E_coli_K-12_MG1655,npScarf,63296900,1,13.78,4641175
E_coli_K-12_MG1655,npScarf,63514953,1,13.83,4641175
E_coli_K-12_MG1655,npScarf,63623434,1,13.86,4641175
E_coli_K-12_MG1655,npScarf,63647210,1,13.86,4641175
E_coli_K-12_MG1655,npScarf,63790436,1,13.89,4641175
E_coli_K-12_MG1655,npScarf,63830994,1,13.9,4641175
E_coli_K-12_MG1655,npScarf,63924403,1,13.92,4641175
E_coli_K-12_MG1655,npScarf,64068637,1,13.95,4641175
E_coli_K-12_MG1655,npScarf,64124522,1,13.96,4641175
E_coli_K-12_MG1655,npScarf,64198293,1,13.98,4641175
E_coli_K-12_MG1655,npScarf,64301269,1,14,4641175
E_coli_K-12_MG1655,npScarf,64542722,1,14.06,4641175
E_coli_K-12_MG1655,npScarf,64542722,1,14.06,4641175
E_coli_K-12_MG1655,npScarf,64646386,1,14.08,4641175
E_coli_K-12_MG1655,npScarf,64769494,1,14.1,4641175
E_coli_K-12_MG1655,npScarf,64778813,1,14.11,4641175
E_coli_K-12_MG1655,npScarf,64913699,1,14.14,4641175
E_coli_K-12_MG1655,npScarf,65103167,1,14.18,4641175
E_coli_K-12_MG1655,npScarf,65238169,1,14.21,4641175
E_coli_K-12_MG1655,npScarf,65355862,1,14.23,4641175
E_coli_K-12_MG1655,npScarf,65433899,1,14.25,4641175
E_coli_K-12_MG1655,npScarf,65551537,1,14.28,4641175
E_coli_K-12_MG1655,npScarf,65714080,1,14.31,4641175
E_coli_K-12_MG1655,npScarf,65819497,1,14.33,4641175
E_coli_K-12_MG1655,npScarf,65836872,1,14.34,4641175
E_coli_K-12_MG1655,npScarf,65969546,1,14.37,4641175
E_coli_K-12_MG1655,npScarf,66067004,1,14.39,4641175
E_coli_K-12_MG1655,npScarf,66186126,1,14.41,4641175
E_coli_K-12_MG1655,npScarf,66300426,1,14.44,4641175
E_coli_K-12_MG1655,npScarf,66513413,1,14.48,4641175
E_coli_K-12_MG1655,npScarf,66732685,1,14.53,4641175
E_coli_K-12_MG1655,npScarf,66766805,1,14.54,4641175
E_coli_K-12_MG1655,npScarf,66798113,1,14.55,4641175
E_coli_K-12_MG1655,npScarf,66852434,1,14.56,4641175
E_coli_K-12_MG1655,npScarf,67086511,1,14.61,4641175
E_coli_K-12_MG1655,npScarf,67317786,1,14.66,4641175
E_coli_K-12_MG1655,npScarf,67317786,1,14.66,4641175
E_coli_K-12_MG1655,npScarf,67462848,1,14.69,4641175
E_coli_K-12_MG1655,npScarf,67598513,1,14.72,4641175
E_coli_K-12_MG1655,npScarf,67693408,1,14.74,4641175
E_coli_K-12_MG1655,npScarf,67784595,1,14.76,4641175
E_coli_K-12_MG1655,npScarf,67947918,1,14.8,4641175
E_coli_K-12_MG1655,npScarf,68044747,1,14.82,4641175
E_coli_K-12_MG1655,npScarf,68122590,1,14.84,4641175
E_coli_K-12_MG1655,npScarf,68300258,1,14.87,4641175
E_coli_K-12_MG1655,npScarf,68374461,1,14.89,4641175
E_coli_K-12_MG1655,npScarf,68407417,1,14.9,4641175
E_coli_K-12_MG1655,npScarf,68683469,1,14.96,4641175
E_coli_K-12_MG1655,npScarf,68781518,1,14.98,4641175
E_coli_K-12_MG1655,npScarf,68891111,1,15,4641175
E_coli_K-12_MG1655,npScarf,68929302,1,15.01,4641175
E_coli_K-12_MG1655,npScarf,69040341,1,15.03,4641175
E_coli_K-12_MG1655,npScarf,69185181,1,15.07,4641175
E_coli_K-12_MG1655,npScarf,69294317,1,15.09,4641175
E_coli_K-12_MG1655,npScarf,69364632,1,15.11,4641175
E_coli_K-12_MG1655,npScarf,69469779,1,15.13,4641175
E_coli_K-12_MG1655,npScarf,69550138,1,15.15,4641175
E_coli_K-12_MG1655,npScarf,69588790,1,15.15,4641175
E_coli_K-12_MG1655,npScarf,69617168,1,15.16,4641175
E_coli_K-12_MG1655,npScarf,69777841,1,15.2,4641175
E_coli_K-12_MG1655,npScarf,69953745,1,15.23,4641175
E_coli_K-12_MG1655,npScarf,69985541,1,15.24,4641175
E_coli_K-12_MG1655,npScarf,70032332,1,15.25,4641175
E_coli_K-12_MG1655,npScarf,70216393,1,15.29,4641175
E_coli_K-12_MG1655,npScarf,70406887,1,15.33,4641175
E_coli_K-12_MG1655,npScarf,70623435,1,15.38,4641175
E_coli_K-12_MG1655,npScarf,70738089,1,15.4,4641175
E_coli_K-12_MG1655,npScarf,70817286,1,15.42,4641175
E_coli_K-12_MG1655,npScarf,70855559,1,15.43,4641175
E_coli_K-12_MG1655,npScarf,70975621,1,15.46,4641175
E_coli_K-12_MG1655,npScarf,70976220,1,15.46,4641175
E_coli_K-12_MG1655,npScarf,70993418,1,15.46,4641175
E_coli_K-12_MG1655,npScarf,71200932,1,15.51,4641175
E_coli_K-12_MG1655,npScarf,71260520,1,15.52,4641175
E_coli_K-12_MG1655,npScarf,71399634,1,15.55,4641175
E_coli_K-12_MG1655,npScarf,71649709,1,15.6,4641175
E_coli_K-12_MG1655,npScarf,71753711,1,15.63,4641175
E_coli_K-12_MG1655,npScarf,71912339,1,15.66,4641175
E_coli_K-12_MG1655,npScarf,72028368,1,15.69,4641175
E_coli_K-12_MG1655,npScarf,72088913,1,15.7,4641175
E_coli_K-12_MG1655,npScarf,72167128,1,15.72,4641175
E_coli_K-12_MG1655,npScarf,72241307,1,15.73,4641175
E_coli_K-12_MG1655,npScarf,72419484,1,15.77,4641175
E_coli_K-12_MG1655,npScarf,72475373,1,15.78,4641175
E_coli_K-12_MG1655,npScarf,72557042,1,15.8,4641175
E_coli_K-12_MG1655,npScarf,72761691,1,15.85,4641175
E_coli_K-12_MG1655,npScarf,72850639,1,15.86,4641175
E_coli_K-12_MG1655,npScarf,72939938,1,15.88,4641175
E_coli_K-12_MG1655,npScarf,73035015,1,15.9,4641175
E_coli_K-12_MG1655,npScarf,73176103,1,15.94,4641175
E_coli_K-12_MG1655,npScarf,73207396,1,15.94,4641175
E_coli_K-12_MG1655,npScarf,73366608,1,15.98,4641175
E_coli_K-12_MG1655,npScarf,73479308,1,16,4641175
E_coli_K-12_MG1655,npScarf,73479308,1,16,4641175
E_coli_K-12_MG1655,npScarf,73607962,1,16.03,4641175
E_coli_K-12_MG1655,npScarf,73819185,1,16.08,4641175
E_coli_K-12_MG1655,npScarf,73942517,1,16.1,4641175
E_coli_K-12_MG1655,npScarf,74056640,1,16.13,4641175
E_coli_K-12_MG1655,npScarf,74056640,1,16.13,4641175
E_coli_K-12_MG1655,npScarf,74219212,1,16.16,4641175
E_coli_K-12_MG1655,npScarf,74367748,1,16.2,4641175
E_coli_K-12_MG1655,npScarf,74511417,1,16.23,4641175
E_coli_K-12_MG1655,npScarf,74701331,1,16.27,4641175
E_coli_K-12_MG1655,npScarf,74706907,1,16.27,4641175
E_coli_K-12_MG1655,npScarf,74807629,1,16.29,4641175
E_coli_K-12_MG1655,npScarf,74926935,1,16.32,4641175
E_coli_K-12_MG1655,npScarf,74942499,1,16.32,4641175
E_coli_K-12_MG1655,npScarf,75179968,1,16.37,4641175
E_coli_K-12_MG1655,npScarf,75277671,1,16.39,4641175
E_coli_K-12_MG1655,npScarf,75290174,1,16.4,4641175
E_coli_K-12_MG1655,npScarf,75560342,1,16.45,4641175
E_coli_K-12_MG1655,npScarf,75697651,1,16.48,4641175
E_coli_K-12_MG1655,npScarf,75794810,1,16.51,4641175
E_coli_K-12_MG1655,npScarf,75874550,1,16.52,4641175
E_coli_K-12_MG1655,npScarf,75954940,1,16.54,4641175
E_coli_K-12_MG1655,npScarf,76048811,1,16.56,4641175
E_coli_K-12_MG1655,npScarf,76243950,1,16.6,4641175
E_coli_K-12_MG1655,npScarf,76415673,1,16.64,4641175
E_coli_K-12_MG1655,npScarf,76539894,1,16.67,4641175
E_coli_K-12_MG1655,npScarf,76679857,1,16.7,4641175
E_coli_K-12_MG1655,npScarf,76775875,1,16.72,4641175
E_coli_K-12_MG1655,npScarf,76848989,1,16.74,4641175
E_coli_K-12_MG1655,npScarf,76979510,1,16.76,4641175
E_coli_K-12_MG1655,npScarf,77053949,1,16.78,4641175
E_coli_K-12_MG1655,npScarf,77200073,1,16.81,4641175
E_coli_K-12_MG1655,npScarf,77373317,1,16.85,4641175
E_coli_K-12_MG1655,npScarf,77428031,1,16.86,4641175
E_coli_K-12_MG1655,npScarf,77615342,1,16.9,4641175
E_coli_K-12_MG1655,npScarf,77717588,1,16.92,4641175
E_coli_K-12_MG1655,npScarf,77717588,1,16.92,4641175
E_coli_K-12_MG1655,npScarf,77745506,1,16.93,4641175
E_coli_K-12_MG1655,npScarf,77856397,1,16.95,4641175
E_coli_K-12_MG1655,npScarf,77890814,1,16.96,4641175
E_coli_K-12_MG1655,npScarf,78145133,1,17.02,4641175
E_coli_K-12_MG1655,npScarf,78276760,1,17.05,4641175
E_coli_K-12_MG1655,npScarf,78391086,1,17.07,4641175
E_coli_K-12_MG1655,npScarf,78503978,1,17.1,4641175
E_coli_K-12_MG1655,npScarf,78575941,1,17.11,4641175
E_coli_K-12_MG1655,npScarf,78649564,1,17.13,4641175
E_coli_K-12_MG1655,npScarf,78787708,1,17.16,4641175
E_coli_K-12_MG1655,npScarf,78928078,1,17.19,4641175
E_coli_K-12_MG1655,npScarf,78998134,1,17.2,4641175
E_coli_K-12_MG1655,npScarf,79076797,1,17.22,4641175
E_coli_K-12_MG1655,npScarf,79186896,1,17.24,4641175
E_coli_K-12_MG1655,npScarf,79228047,1,17.25,4641175
E_coli_K-12_MG1655,npScarf,79306512,1,17.27,4641175
E_coli_K-12_MG1655,npScarf,79569276,1,17.33,4641175
E_coli_K-12_MG1655,npScarf,79699368,1,17.36,4641175
E_coli_K-12_MG1655,npScarf,79806488,1,17.38,4641175
E_coli_K-12_MG1655,npScarf,79893201,1,17.4,4641175
E_coli_K-12_MG1655,npScarf,79970935,1,17.42,4641175
E_coli_K-12_MG1655,npScarf,80093213,1,17.44,4641175
E_coli_K-12_MG1655,npScarf,80185463,1,17.46,4641175
E_coli_K-12_MG1655,npScarf,80311778,1,17.49,4641175
E_coli_K-12_MG1655,npScarf,80393456,1,17.51,4641175
E_coli_K-12_MG1655,npScarf,80451010,1,17.52,4641175
E_coli_K-12_MG1655,npScarf,80616633,1,17.56,4641175
E_coli_K-12_MG1655,npScarf,80768238,1,17.59,4641175
E_coli_K-12_MG1655,npScarf,80938480,1,17.63,4641175
E_coli_K-12_MG1655,npScarf,81004716,1,17.64,4641175
E_coli_K-12_MG1655,npScarf,81145828,1,17.67,4641175
E_coli_K-12_MG1655,npScarf,81221704,1,17.69,4641175
E_coli_K-12_MG1655,npScarf,81342483,1,17.71,4641175
E_coli_K-12_MG1655,npScarf,81393152,1,17.72,4641175
E_coli_K-12_MG1655,npScarf,81402075,1,17.73,4641175
E_coli_K-12_MG1655,npScarf,81504166,1,17.75,4641175
E_coli_K-12_MG1655,npScarf,81567455,1,17.76,4641175
E_coli_K-12_MG1655,npScarf,81774278,1,17.81,4641175
E_coli_K-12_MG1655,npScarf,81802629,1,17.81,4641175
E_coli_K-12_MG1655,npScarf,81976146,1,17.85,4641175
E_coli_K-12_MG1655,npScarf,82160130,1,17.89,4641175
E_coli_K-12_MG1655,npScarf,82197534,1,17.9,4641175
E_coli_K-12_MG1655,npScarf,82237070,1,17.91,4641175
E_coli_K-12_MG1655,npScarf,82368015,1,17.94,4641175
E_coli_K-12_MG1655,npScarf,82603180,1,17.99,4641175
E_coli_K-12_MG1655,npScarf,82734624,1,18.02,4641175
E_coli_K-12_MG1655,npScarf,82818967,1,18.04,4641175
E_coli_K-12_MG1655,npScarf,82909436,1,18.06,4641175
E_coli_K-12_MG1655,npScarf,82946585,1,18.06,4641175
E_coli_K-12_MG1655,npScarf,83062506,1,18.09,4641175
E_coli_K-12_MG1655,npScarf,83185834,1,18.12,4641175
E_coli_K-12_MG1655,npScarf,83281077,1,18.14,4641175
E_coli_K-12_MG1655,npScarf,83415917,1,18.17,4641175
E_coli_K-12_MG1655,npScarf,83481815,1,18.18,4641175
E_coli_K-12_MG1655,npScarf,83566691,1,18.2,4641175
E_coli_K-12_MG1655,npScarf,83609363,1,18.21,4641175
E_coli_K-12_MG1655,npScarf,83792684,1,18.25,4641175
E_coli_K-12_MG1655,npScarf,83892243,1,18.27,4641175
E_coli_K-12_MG1655,npScarf,83993207,1,18.29,4641175
E_coli_K-12_MG1655,npScarf,84130637,1,18.32,4641175
E_coli_K-12_MG1655,npScarf,84225371,1,18.34,4641175
E_coli_K-12_MG1655,npScarf,84389321,1,18.38,4641175
E_coli_K-12_MG1655,npScarf,84522853,1,18.41,4641175
E_coli_K-12_MG1655,npScarf,84642289,1,18.43,4641175
E_coli_K-12_MG1655,npScarf,84798390,1,18.47,4641175
E_coli_K-12_MG1655,npScarf,84890927,1,18.49,4641175
E_coli_K-12_MG1655,npScarf,85071072,1,18.53,4641175
E_coli_K-12_MG1655,npScarf,85103253,1,18.53,4641175
E_coli_K-12_MG1655,npScarf,85240754,1,18.56,4641175
E_coli_K-12_MG1655,npScarf,85312207,1,18.58,4641175
E_coli_K-12_MG1655,npScarf,85395736,1,18.6,4641175
E_coli_K-12_MG1655,npScarf,85462409,1,18.61,4641175
E_coli_K-12_MG1655,npScarf,85674897,1,18.66,4640951
E_coli_K-12_MG1655,npScarf,85867918,1,18.7,4640951
E_coli_K-12_MG1655,npScarf,85965474,1,18.72,4640951
E_coli_K-12_MG1655,npScarf,86255775,1,18.78,4640951
E_coli_K-12_MG1655,npScarf,86415500,1,18.82,4640951
E_coli_K-12_MG1655,npScarf,86540259,1,18.85,4640951
E_coli_K-12_MG1655,npScarf,86540259,1,18.85,4640951
E_coli_K-12_MG1655,npScarf,86641288,1,18.87,4640951
E_coli_K-12_MG1655,npScarf,86744884,1,18.89,4640951
E_coli_K-12_MG1655,npScarf,86924205,1,18.93,4640951
E_coli_K-12_MG1655,npScarf,87011826,1,18.95,4640951
E_coli_K-12_MG1655,npScarf,87122194,1,18.97,4640951
E_coli_K-12_MG1655,npScarf,87194335,1,18.99,4640951
E_coli_K-12_MG1655,npScarf,87409921,1,19.04,4640951
E_coli_K-12_MG1655,npScarf,87574845,1,19.07,4640951
E_coli_K-12_MG1655,npScarf,87616450,1,19.08,4640951
E_coli_K-12_MG1655,npScarf,87625558,1,19.08,4640951
E_coli_K-12_MG1655,npScarf,87798480,1,19.12,4640951
E_coli_K-12_MG1655,npScarf,87913105,1,19.14,4640951
E_coli_K-12_MG1655,npScarf,87929168,1,19.15,4640951
E_coli_K-12_MG1655,npScarf,88133910,1,19.19,4640951
E_coli_K-12_MG1655,npScarf,88156163,1,19.2,4640951
E_coli_K-12_MG1655,npScarf,88273540,1,19.22,4640951
E_coli_K-12_MG1655,npScarf,88392191,1,19.25,4640951
E_coli_K-12_MG1655,npScarf,88476026,1,19.27,4640951
E_coli_K-12_MG1655,npScarf,88496448,1,19.27,4640951
E_coli_K-12_MG1655,npScarf,88707866,1,19.32,4640951
E_coli_K-12_MG1655,npScarf,88829368,1,19.34,4640951
E_coli_K-12_MG1655,npScarf,88953044,1,19.37,4640951
E_coli_K-12_MG1655,npScarf,89007352,1,19.38,4640951
E_coli_K-12_MG1655,npScarf,89107281,1,19.4,4640951
E_coli_K-12_MG1655,npScarf,89283075,1,19.44,4640951
E_coli_K-12_MG1655,npScarf,89418139,1,19.47,4640951
E_coli_K-12_MG1655,npScarf,89524398,1,19.5,4640951
E_coli_K-12_MG1655,npScarf,89609695,1,19.51,4640951
E_coli_K-12_MG1655,npScarf,89703164,1,19.53,4640951
E_coli_K-12_MG1655,npScarf,89752556,1,19.55,4640951
E_coli_K-12_MG1655,npScarf,89987872,1,19.6,4640951
E_coli_K-12_MG1655,npScarf,90132097,1,19.63,4640951
E_coli_K-12_MG1655,npScarf,90243851,1,19.65,4640951
E_coli_K-12_MG1655,npScarf,90243851,1,19.65,4640951
E_coli_K-12_MG1655,npScarf,90405570,1,19.69,4640951
E_coli_K-12_MG1655,npScarf,90492273,1,19.71,4640951
E_coli_K-12_MG1655,npScarf,90635882,1,19.74,4640951
E_coli_K-12_MG1655,npScarf,90824991,1,19.78,4640951
E_coli_K-12_MG1655,npScarf,90889166,1,19.79,4640951
E_coli_K-12_MG1655,npScarf,90921567,1,19.8,4640951
E_coli_K-12_MG1655,npScarf,90969058,1,19.81,4640951
E_coli_K-12_MG1655,npScarf,91140791,1,19.85,4640951
E_coli_K-12_MG1655,npScarf,91288881,1,19.88,4640951
E_coli_K-12_MG1655,npScarf,91358902,1,19.9,4640951
E_coli_K-12_MG1655,npScarf,91441550,1,19.91,4640951
E_coli_K-12_MG1655,npScarf,91574041,1,19.94,4640951
E_coli_K-12_MG1655,npScarf,91659479,1,19.96,4640951
E_coli_K-12_MG1655,npScarf,91843130,1,20,4640951
E_coli_K-12_MG1655,npScarf,91932992,1,20.02,4640951
E_coli_K-12_MG1655,npScarf,91950088,1,20.02,4640951
E_coli_K-12_MG1655,npScarf,92109175,1,20.06,4640951
E_coli_K-12_MG1655,npScarf,92196357,1,20.08,4640951
E_coli_K-12_MG1655,npScarf,92232048,1,20.09,4640951
E_coli_K-12_MG1655,npScarf,92359976,1,20.11,4640951
E_coli_K-12_MG1655,npScarf,92531233,1,20.15,4640951
E_coli_K-12_MG1655,npScarf,92553380,1,20.16,4640951
E_coli_K-12_MG1655,npScarf,92695406,1,20.19,4640951
E_coli_K-12_MG1655,npScarf,92857409,1,20.22,4640951
E_coli_K-12_MG1655,npScarf,93047313,1,20.26,4640951
E_coli_K-12_MG1655,npScarf,93202010,1,20.3,4640951
E_coli_K-12_MG1655,npScarf,93278817,1,20.31,4640951
E_coli_K-12_MG1655,npScarf,93360986,1,20.33,4640951
E_coli_K-12_MG1655,npScarf,93520059,1,20.37,4640951
E_coli_K-12_MG1655,npScarf,93622421,1,20.39,4640951
E_coli_K-12_MG1655,npScarf,93746736,1,20.42,4640951
E_coli_K-12_MG1655,npScarf,93769001,1,20.42,4640951
E_coli_K-12_MG1655,npScarf,93953710,1,20.46,4640951
E_coli_K-12_MG1655,npScarf,94082876,1,20.49,4640951
E_coli_K-12_MG1655,npScarf,94220823,1,20.52,4640951
E_coli_K-12_MG1655,npScarf,94299270,1,20.54,4640951
E_coli_K-12_MG1655,npScarf,94475284,1,20.57,4640951
E_coli_K-12_MG1655,npScarf,94505809,1,20.58,4640951
E_coli_K-12_MG1655,npScarf,94659116,1,20.61,4640951
E_coli_K-12_MG1655,npScarf,94755378,1,20.63,4640951
E_coli_K-12_MG1655,npScarf,94914152,1,20.67,4640951
E_coli_K-12_MG1655,npScarf,95066954,1,20.7,4640951
E_coli_K-12_MG1655,npScarf,95118010,1,20.71,4640951
E_coli_K-12_MG1655,npScarf,95361702,1,20.77,4640951
E_coli_K-12_MG1655,npScarf,95400106,1,20.78,4640951
E_coli_K-12_MG1655,npScarf,95403854,1,20.78,4640951
E_coli_K-12_MG1655,npScarf,95612115,1,20.82,4640951
E_coli_K-12_MG1655,npScarf,95702087,1,20.84,4640951
E_coli_K-12_MG1655,npScarf,95946093,1,20.89,4640951
E_coli_K-12_MG1655,npScarf,96062739,1,20.92,4640951
E_coli_K-12_MG1655,npScarf,96181320,1,20.95,4640951
E_coli_K-12_MG1655,npScarf,96315744,1,20.97,4640951
E_coli_K-12_MG1655,npScarf,96470697,1,21.01,4640951
E_coli_K-12_MG1655,npScarf,96472995,1,21.01,4640951
E_coli_K-12_MG1655,npScarf,96541542,1,21.02,4640951
E_coli_K-12_MG1655,npScarf,96695368,1,21.06,4640951
E_coli_K-12_MG1655,npScarf,96800820,1,21.08,4640951
E_coli_K-12_MG1655,npScarf,96832031,1,21.09,4640951
E_coli_K-12_MG1655,npScarf,97009102,1,21.13,4640951
E_coli_K-12_MG1655,npScarf,97181399,1,21.16,4640951
E_coli_K-12_MG1655,npScarf,97282535,1,21.19,4640951
E_coli_K-12_MG1655,npScarf,97423978,1,21.22,4640951
E_coli_K-12_MG1655,npScarf,97564759,1,21.25,4640951
E_coli_K-12_MG1655,npScarf,97634111,1,21.26,4640951
E_coli_K-12_MG1655,npScarf,97691381,1,21.27,4640951
E_coli_K-12_MG1655,npScarf,97729104,1,21.28,4640951
E_coli_K-12_MG1655,npScarf,97785956,1,21.29,4640951
E_coli_K-12_MG1655,npScarf,97980928,1,21.34,4640951
E_coli_K-12_MG1655,npScarf,98068443,1,21.36,4640951
E_coli_K-12_MG1655,npScarf,98116143,1,21.37,4640951
E_coli_K-12_MG1655,npScarf,98212825,1,21.39,4640951
E_coli_K-12_MG1655,npScarf,98382718,1,21.42,4640951
E_coli_K-12_MG1655,npScarf,98534116,1,21.46,4640951
E_coli_K-12_MG1655,npScarf,98648292,1,21.48,4640951
E_coli_K-12_MG1655,npScarf,98802167,1,21.52,4640951
E_coli_K-12_MG1655,npScarf,98858775,1,21.53,4640951
E_coli_K-12_MG1655,npScarf,98887940,1,21.53,4640951
E_coli_K-12_MG1655,npScarf,98999325,1,21.56,4640951
E_coli_K-12_MG1655,npScarf,99099611,1,21.58,4640951
E_coli_K-12_MG1655,npScarf,99253407,1,21.61,4640951
E_coli_K-12_MG1655,npScarf,99335093,1,21.63,4640951
E_coli_K-12_MG1655,npScarf,99513407,1,21.67,4640951
E_coli_K-12_MG1655,npScarf,99633816,1,21.7,4640951
E_coli_K-12_MG1655,npScarf,99657141,1,21.7,4640951
E_coli_K-12_MG1655,npScarf,99832745,1,21.74,4640951
E_coli_K-12_MG1655,npScarf,99937883,1,21.76,4640951
E_coli_K-12_MG1655,npScarf,100026075,1,21.78,4640951
E_coli_K-12_MG1655,npScarf,100184205,1,21.82,4640951
E_coli_K-12_MG1655,npScarf,100275098,1,21.84,4640951
E_coli_K-12_MG1655,npScarf,100399981,1,21.86,4640951
E_coli_K-12_MG1655,npScarf,100477481,1,21.88,4640951
E_coli_K-12_MG1655,npScarf,100650830,1,21.92,4640951
E_coli_K-12_MG1655,npScarf,100746651,1,21.94,4640951
E_coli_K-12_MG1655,npScarf,100906375,1,21.97,4640951
E_coli_K-12_MG1655,npScarf,100953466,1,21.98,4640951
E_coli_K-12_MG1655,npScarf,101080355,1,22.01,4640951
E_coli_K-12_MG1655,npScarf,101258089,1,22.05,4640951
E_coli_K-12_MG1655,npScarf,101258089,1,22.05,4640951
E_coli_K-12_MG1655,npScarf,101390837,1,22.08,4640951
E_coli_K-12_MG1655,npScarf,101544678,1,22.11,4640951
E_coli_K-12_MG1655,npScarf,101571451,1,22.12,4640951
E_coli_K-12_MG1655,npScarf,101702247,1,22.15,4640951
E_coli_K-12_MG1655,npScarf,101882956,1,22.19,4640951
E_coli_K-12_MG1655,npScarf,101882956,1,22.19,4640951
E_coli_K-12_MG1655,npScarf,102006904,1,22.21,4640951
E_coli_K-12_MG1655,npScarf,102243234,1,22.27,4640951
E_coli_K-12_MG1655,npScarf,102366223,1,22.29,4640951
E_coli_K-12_MG1655,npScarf,102431589,1,22.31,4640951
E_coli_K-12_MG1655,npScarf,102594603,1,22.34,4640951
E_coli_K-12_MG1655,npScarf,102652752,1,22.35,4640951
E_coli_K-12_MG1655,npScarf,102725548,1,22.37,4640951
E_coli_K-12_MG1655,npScarf,102897637,1,22.41,4640951
E_coli_K-12_MG1655,npScarf,102922370,1,22.41,4640951
E_coli_K-12_MG1655,npScarf,102930837,1,22.42,4640951
E_coli_K-12_MG1655,npScarf,103219611,1,22.48,4640951
E_coli_K-12_MG1655,npScarf,103320898,1,22.5,4640951
E_coli_K-12_MG1655,npScarf,103467712,1,22.53,4640951
E_coli_K-12_MG1655,npScarf,103555978,1,22.55,4640951
E_coli_K-12_MG1655,npScarf,103800279,1,22.6,4640951
E_coli_K-12_MG1655,npScarf,103847531,1,22.61,4640951
E_coli_K-12_MG1655,npScarf,103877267,1,22.62,4640951
E_coli_K-12_MG1655,npScarf,104029916,1,22.65,4640951
E_coli_K-12_MG1655,npScarf,104114660,1,22.67,4640951
E_coli_K-12_MG1655,npScarf,104218795,1,22.7,4640951
E_coli_K-12_MG1655,npScarf,104264386,1,22.71,4640951
E_coli_K-12_MG1655,npScarf,104487777,1,22.75,4640951
E_coli_K-12_MG1655,npScarf,104487777,1,22.75,4640951
E_coli_K-12_MG1655,npScarf,104598359,1,22.78,4640951
E_coli_K-12_MG1655,npScarf,104748721,1,22.81,4640951
E_coli_K-12_MG1655,npScarf,104845480,1,22.83,4640951
E_coli_K-12_MG1655,npScarf,105029660,1,22.87,4640951
E_coli_K-12_MG1655,npScarf,105136306,1,22.9,4640951
E_coli_K-12_MG1655,npScarf,105210357,1,22.91,4640951
E_coli_K-12_MG1655,npScarf,105379385,1,22.95,4640951
E_coli_K-12_MG1655,npScarf,105478284,1,22.97,4640951
E_coli_K-12_MG1655,npScarf,105524577,1,22.98,4640951
E_coli_K-12_MG1655,npScarf,105607902,1,23,4640951
E_coli_K-12_MG1655,npScarf,105771885,1,23.03,4640951
E_coli_K-12_MG1655,npScarf,105771885,1,23.03,4640951
E_coli_K-12_MG1655,npScarf,106007560,1,23.09,4640951
E_coli_K-12_MG1655,npScarf,106069257,1,23.1,4640951
E_coli_K-12_MG1655,npScarf,106225916,1,23.13,4640951
E_coli_K-12_MG1655,npScarf,106492228,1,23.19,4640951
E_coli_K-12_MG1655,npScarf,106618791,1,23.22,4640951
E_coli_K-12_MG1655,npScarf,106726644,1,23.24,4640951
E_coli_K-12_MG1655,npScarf,106858474,1,23.27,4640951
E_coli_K-12_MG1655,npScarf,106957822,1,23.29,4640951
E_coli_K-12_MG1655,npScarf,107084774,1,23.32,4640951
E_coli_K-12_MG1655,npScarf,107309649,1,23.37,4640951
E_coli_K-12_MG1655,npScarf,107457653,1,23.4,4640951
E_coli_K-12_MG1655,npScarf,107477850,1,23.41,4640951
E_coli_K-12_MG1655,npScarf,107724200,1,23.46,4640951
E_coli_K-12_MG1655,npScarf,107724200,1,23.46,4640951
E_coli_K-12_MG1655,npScarf,107817042,1,23.48,4640951
E_coli_K-12_MG1655,npScarf,107928680,1,23.5,4640951
E_coli_K-12_MG1655,npScarf,108050830,1,23.53,4640951
E_coli_K-12_MG1655,npScarf,108216877,1,23.57,4640951
E_coli_K-12_MG1655,npScarf,108216877,1,23.57,4640951
E_coli_K-12_MG1655,npScarf,108399590,1,23.61,4640951
E_coli_K-12_MG1655,npScarf,108532515,1,23.64,4640951
E_coli_K-12_MG1655,npScarf,108568355,1,23.64,4640951
E_coli_K-12_MG1655,npScarf,108631302,1,23.66,4640951
E_coli_K-12_MG1655,npScarf,108902627,1,23.72,4640951
E_coli_K-12_MG1655,npScarf,108935528,1,23.72,4640951
E_coli_K-12_MG1655,npScarf,108956304,1,23.73,4640951
E_coli_K-12_MG1655,npScarf,109239665,1,23.79,4640951
E_coli_K-12_MG1655,npScarf,109333974,1,23.81,4640951
E_coli_K-12_MG1655,npScarf,109419003,1,23.83,4640951
E_coli_K-12_MG1655,npScarf,109673418,1,23.88,4640951
E_coli_K-12_MG1655,npScarf,109789386,1,23.91,4640951
